"Transect","Zone","Species","Relative Importance"
"Landward-Creek","0-20m","Ceriops australis",0.472184757604994
"Landward-Creek","20-40m","Avicennia marina",0.275780653038647
"Landward-Creek","20-40m","Ceriops australis",0.453953376473082
"Landward-Creek","20-40m","Osbornia octodonta",0.342605600531408
"Landward-Creek","40-60m","Avicennia marina",0.464637264380046
"Landward-Creek","40-60m","Ceriops australis",0.480116401883333
"Landward-Creek","40-60m","Osbornia octodonta",0.302498092044195
"Landward-Creek","60-80m","Aegialitis annulata",0.213592367362209
"Landward-Creek","60-80m","Avicennia marina",0.370375084621186
"Landward-Creek","60-80m","Ceriops australis",0.457674256210582
"Landward-Creek","60-80m","Osbornia octodonta",0.25543078300973
"Landward-Creek","80-100m","Aegialitis annulata",0.211436390398765
"Landward-Creek","80-100m","Ceriops australis",0.515304748542142
"Landward-Creek","80-100m","Osbornia octodonta",0.3484248502972
"Landward-Creek","0-20m","Avicennia marina",0.450792266358249
"Landward-Creek","20-40m","Lumnitzera racemosa",0.243110236220472
"Landward-Creek","40-60m","Lumnitzera racemosa",0.408811178685201
"Landward-Creek","80-100m","Lumnitzera racemosa",0.516901408450704
"Seaward","0-20m","Avicennia marina",0.564229093748234
"Seaward","0-20m","Rhizophora stylosa",0.635770906251766
"Seaward","20-40m","Aegiceras corniculatum",0.17026642026642
"Seaward","20-40m","Lumnitzera racemosa",0.255505505505505
"Seaward","20-40m","Rhizophora stylosa",0.795891279833149
"Seaward","40-60m","Avicennia marina",0.405484524148824
"Seaward","40-60m","Rhizophora stylosa",0.623616792370127
"Seaward","60-80m","Aegialitis annulata",0.276660370601419
"Seaward","60-80m","Aegiceras corniculatum",0.198972990457707
"Seaward","60-80m","Avicennia marina",0.541432207040901
"Seaward","60-80m","Rhizophora stylosa",0.369741257356193
"Landward-Creek","0-20m","Aegialitis annulata",0.350823854349417
"Landward-Creek","0-20m","Osbornia octodonta",0.377671912169039
"Seaward","40-60m","Ceriops australis",0.166129032258064
"Seaward","40-60m","Lumnitzera racemosa",0.123118279569892
"Seaward","80-100m","Avicennia marina",0.677544289011121
"Seaward","80-100m","Rhizophora stylosa",0.483683566483318
"Seaward","20-40m","Avicennia marina",0.404706543246057
"Landward-Creek","80-100m","Avicennia marina",0.37349919389684
"Seaward","60-80m","Lumnitzera racemosa",0.161236424394319
"Landward-Creek","0-20m","Rhizophora stylosa",0.12818277578003
"Seaward","60-80m","Ceriops australis",0.364754098360656
"Seaward","40-60m","Aegialitis annulata",0.17250593824228
"Seaward","60-80m","Osbornia octodonta",0.44327731092437
"Landward-Creek","40-60m","Rhizophora stylosa",0.219225589225589
"Landward-Creek","0-20m","Aegiceras corniculatum",0.298611111111111
"Landward-Creek","40-60m","Aegialitis annulata",0.392857142857143
